#Tools,ToolInfo,Frame#,PortHandle,Face#,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz
1,NDI-MF2 s/n:39BB9000,182,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,190,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,198,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,206,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,214,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,222,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,230,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,238,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,246,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,254,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,262,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,270,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,278,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,286,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,294,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,302,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,310,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,318,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,326,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,334,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,342,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,350,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,358,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,366,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,374,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,382,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,390,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,398,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,406,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,414,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,422,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,430,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,438,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,446,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,454,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,462,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,470,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,478,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,486,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,494,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,502,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,510,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,518,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,526,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,534,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,542,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,550,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,558,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,566,Port:10,0,Missing,,,,,,,,,0
1,NDI-MF2 s/n:39BB9000,574,Port:10,0,Missing,,,,,,,,,0
